# Этот файл описывает даты заливки базы. Формат записей:
#  День_недели  Дата  Время  GMT  всего_вопросов  разных_вопросов

# Пнд Ноя  1 20:49:17 EST 2004
# Втр Ноя  2 20:23:30 EST 2004
# Срд Ноя  3 22:34:24 EST 2004
# Птн Ноя  5 21:23:33 EST 2004
Sun 2018-04-29 18:37:16 GMT  325270 313150
Mon 2018-04-30 14:40:02 GMT  325360 313240
Tue 2018-05-01 14:41:59 GMT  325506 313386
Fri 2018-05-04 14:56:30 GMT  325722 313602
Sun 2018-05-06 18:23:31 GMT  325922 313802
Mon 2018-05-07 17:11:37 GMT  326036 313916
Wed 2018-05-09 18:36:26 GMT  326106 313986
Sat 2018-05-12 15:27:31 GMT  326187 314067
Sun 2018-05-13 16:11:12 GMT  326223 314103
Mon 2018-05-14 14:48:01 GMT  326223 314103
Wed 2018-05-16 14:50:01 GMT  326223 314103
Mon 2018-05-21 15:04:17 GMT  326271 314151
Tue 2018-05-22 14:46:59 GMT  326307 314187
Wed 2018-05-23 17:30:23 GMT  326416 314296
Sat 2018-05-26 21:20:44 GMT  326416 314296
Tue 2018-05-29 14:46:30 GMT  326584 314464
Wed 2018-05-30 17:13:37 GMT  326675 314555
Thu 2018-05-31 14:55:26 GMT  326711 314591
Fri 2018-06-01 16:24:03 GMT  326711 314591
Sat 2018-06-02 19:39:45 GMT  326783 314663
Sun 2018-06-03 13:27:47 GMT  326855 314735
Tue 2018-06-05 13:49:07 GMT  326987 314867
Wed 2018-06-06 13:38:15 GMT  326987 314867
Thu 2018-06-07 13:33:15 GMT  326987 314867
Fri 2018-06-08 14:25:25 GMT  327071 314950
Sun 2018-06-10 18:34:18 GMT  327071 314951
Mon 2018-06-11 14:51:35 GMT  327153 315033
Thu 2018-06-14 14:59:41 GMT  327261 315141
Sat 2018-06-16 03:23:55 GMT  327261 315141
Mon 2018-06-18 14:49:52 GMT  327301 315181
Tue 2018-06-19 14:51:19 GMT  327375 315255
Wed 2018-06-20 14:49:45 GMT  327487 315367
Thu 2018-06-21 15:00:59 GMT  327487 315367
Mon 2018-06-25 20:17:46 GMT  327703 315583
Fri 2018-06-29 15:07:02 GMT  327703 315583
Sat 2018-06-30 19:35:52 GMT  327739 315619
Tue 2018-07-03 16:29:20 GMT  327817 315695
Fri 2018-07-06 19:36:04 GMT  327896 315774
Sat 2018-07-07 19:58:13 GMT  327896 315774
Mon 2018-07-09 17:24:50 GMT  327969 315847
Tue 2018-07-10 14:50:12 GMT  327969 315847
Wed 2018-07-11 17:40:02 GMT  327999 315877
Thu 2018-07-12 16:49:10 GMT  328054 315932
Fri 2018-07-13 15:04:23 GMT  328172 316050
Sun 2018-07-15 16:01:29 GMT  328208 316086
Mon 2018-07-16 14:59:21 GMT  328283 316161
Tue 2018-07-17 15:01:23 GMT  328283 316161
Sat 2018-07-21 13:07:53 GMT  328508 316386
Sun 2018-07-22 12:32:32 GMT  328652 316530
Tue 2018-07-24 11:45:54 GMT  328817 316694
Wed 2018-07-25 17:18:30 GMT  328817 316694
Thu 2018-07-26 16:06:47 GMT  328952 316828
Thu 2018-07-26 23:31:10 GMT  328952 316828
Sat 2018-07-28 17:07:13 GMT  328952 316828
Tue 2018-07-31 16:32:04 GMT  329037 316913
Wed 2018-08-01 23:45:17 GMT  329224 317100
Thu 2018-08-02 14:54:29 GMT  329239 317115
Sat 2018-08-04 19:30:45 GMT  329329 317205
Sun 2018-08-05 16:39:41 GMT  329437 317313
Mon 2018-08-06 14:44:20 GMT  329497 317373
Tue 2018-08-07 14:42:54 GMT  329497 317373
Wed 2018-08-08 16:16:59 GMT  329585 317461
Thu 2018-08-09 16:58:03 GMT  329627 317503
Fri 2018-08-10 14:40:34 GMT  329717 317593
Sat 2018-08-11 15:46:11 GMT  329792 317668
Sun 2018-08-12 16:00:24 GMT  329873 317749
Mon 2018-08-13 14:46:08 GMT  329948 317824
Tue 2018-08-14 14:46:08 GMT  329986 317862
Wed 2018-08-15 16:11:07 GMT  330099 317975
Fri 2018-08-17 14:49:23 GMT  330171 318047
Sun 2018-08-19 17:56:28 GMT  330208 318067
Mon 2018-08-20 14:53:04 GMT  330245 318104
Tue 2018-08-21 14:46:18 GMT  330282 318141
Wed 2018-08-22 16:46:01 GMT  330319 318178
Thu 2018-08-23 18:00:35 GMT  330392 318250
Fri 2018-08-24 14:48:54 GMT  330392 318250
Sat 2018-08-25 19:19:51 GMT  330428 318286
Sun 2018-08-26 20:23:14 GMT  330539 318397
Mon 2018-08-27 19:53:46 GMT  330612 318470
Tue 2018-08-28 14:29:31 GMT  330612 318470
Wed 2018-08-29 11:44:44 GMT  330806 318664
Thu 2018-08-30 12:53:54 GMT  330842 318700
Fri 2018-08-31 12:31:15 GMT  330878 318736
Mon 2018-09-03 19:12:13 GMT  330881 318741
Mon 2018-09-10 14:42:27 GMT  330964 318824
Tue 2018-09-11 14:46:22 GMT  330964 318824
Thu 2018-09-13 15:55:38 GMT  331054 318914
Sat 2018-09-15 20:17:20 GMT  331126 318986
Sun 2018-09-16 17:20:52 GMT  331126 318986
Tue 2018-09-18 18:33:02 GMT  331171 319031
Mon 2018-09-24 16:31:27 GMT  331171 319031
Sat 2018-09-29 07:55:54 GMT  331355 319215
Tue 2018-10-02 22:16:44 GMT  331355 319215
Wed 2018-10-03 20:45:34 GMT  331355 319215
Tue 2018-10-09 17:23:03 GMT  331451 319311
Thu 2018-10-11 15:58:08 GMT  331451 319311
Tue 2018-10-16 16:59:54 GMT  331451 319311
Wed 2018-10-24 17:32:26 GMT  331451 319311
Thu 2018-10-25 16:27:24 GMT  332099 319959
Fri 2018-10-26 16:19:44 GMT  332099 319959
Sat 2018-10-27 20:23:23 GMT  332099 319959
Wed 2018-10-31 14:50:46 GMT  332316 320176
Thu 2018-11-01 14:55:58 GMT  332412 320272
Fri 2018-11-02 14:46:50 GMT  332502 320363
Sun 2018-11-04 21:57:44 GMT  332538 320399
Mon 2018-11-05 15:48:22 GMT  332621 320482
Thu 2018-11-08 15:58:24 GMT  332731 320591
Sun 2018-11-11 20:30:49 GMT  332771 320631
Mon 2018-11-12 15:51:35 GMT  332916 320776
Tue 2018-11-13 15:50:52 GMT  332916 320776
Sat 2018-11-17 20:25:48 GMT  332916 320776
Sun 2018-11-18 22:06:29 GMT  333024 320826
Mon 2018-11-19 16:56:50 GMT  333096 320898
Wed 2018-11-21 15:54:42 GMT  333213 321015
Thu 2018-11-22 18:38:08 GMT  333213 321015
Fri 2018-11-23 19:03:08 GMT  333249 321051
Sun 2018-11-25 19:54:32 GMT  333294 321096
Mon 2018-11-26 15:50:12 GMT  333342 321144
Tue 2018-11-27 18:37:02 GMT  333342 321144
Wed 2018-11-28 19:17:40 GMT  333387 321189
Thu 2018-11-29 18:33:58 GMT  333387 321189
Mon 2018-12-03 15:56:47 GMT  333535 321334
Tue 2018-12-04 21:30:32 GMT  333607 321406
Wed 2018-12-05 15:49:05 GMT  333637 321436
Fri 2018-12-07 15:40:44 GMT  333673 321472
Sun 2018-12-09 21:41:21 GMT  333821 321619
Tue 2018-12-11 15:51:46 GMT  333857 321655
Wed 2018-12-12 15:47:49 GMT  333894 321692
Thu 2018-12-13 16:44:56 GMT  333930 321728
Fri 2018-12-14 15:45:16 GMT  333975 321773
Sat 2018-12-15 22:27:41 GMT  334020 321818
Sun 2018-12-16 21:06:33 GMT  334102 321900
Tue 2018-12-18 15:46:49 GMT  334139 321937
Thu 2018-12-20 20:52:21 GMT  334139 321937
Fri 2018-12-21 15:41:09 GMT  334139 321937
Sun 2018-12-23 22:39:49 GMT  334346 322144
Tue 2018-12-25 21:40:55 GMT  334451 322249
Wed 2018-12-26 21:09:40 GMT  334487 322285
Thu 2018-12-27 20:21:40 GMT  334523 322321
Fri 2018-12-28 20:27:19 GMT  334559 322357
Mon 2018-12-31 01:41:37 GMT  334679 322431
Mon 2018-12-31 19:53:58 GMT  334740 322491
Thu 2019-01-03 18:53:37 GMT  334851 322602
Fri 2019-01-04 15:41:43 GMT  334887 322638
Mon 2019-01-07 15:42:44 GMT  334924 322675
Tue 2019-01-08 15:47:26 GMT  335080 322831
Wed 2019-01-09 18:13:37 GMT  335116 322867
Thu 2019-01-10 15:47:05 GMT  335152 322903
Fri 2019-01-11 15:59:56 GMT  335191 322942
Sun 2019-01-20 20:17:38 GMT  335191 322942
Mon 2019-01-21 20:10:11 GMT  335264 323015
Wed 2019-01-23 15:48:58 GMT  335300 323051
Sun 2019-01-27 23:58:21 GMT  335336 323087
Mon 2019-01-28 15:44:09 GMT  335374 323125
Tue 2019-01-29 18:04:03 GMT  335374 323125
Thu 2019-01-31 17:32:00 GMT  335410 323161
Fri 2019-02-01 15:47:45 GMT  335410 323161
Sun 2019-02-03 20:56:33 GMT  335410 323161
Mon 2019-02-04 18:23:31 GMT  335566 323317
Tue 2019-02-05 17:18:06 GMT  335602 323354
Tue 2019-02-12 16:02:57 GMT  335602 323354
Sun 2019-02-17 21:53:30 GMT  335674 323426
Tue 2019-02-19 17:19:24 GMT  335746 323498
Wed 2019-02-20 19:01:36 GMT  335794 323546
Thu 2019-02-21 17:07:31 GMT  335830 323582
Fri 2019-02-22 15:48:27 GMT  335902 323654
Sat 2019-02-23 18:48:54 GMT  335938 323690
Sun 2019-02-24 17:55:31 GMT  335938 323690
Tue 2019-02-26 00:44:22 GMT  336034 323786
